S/N,Normal,OT,Present,Meal Deduction,Night Meal,Paid Leave,NORMAL RATE ,OT RATE,Night Meal Rate,Paid Leave Rate,SOC COST,TOTAL EARNINGS AND MEAL,SERVICE CHARGE,VAT 7.5%,TOTAL INVOICE,Meal Deduction_1
257,143,0,15,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
258,152.78,0,14,12,14,,28646.25,0,4550,0,3500,36696.25,3119.18125,233.9385938,40049.36984,600
259,143,0,14,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
260,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
261,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
262,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
263,132,0,12,6,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,300
264,160,5,15,18,14,,30000,996.1,4550,0,3500,39046.1,3318.9185,248.9188875,42613.93739,900
265,154,0,14,10,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,500
266,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
267,71.62,0,7,6,8,,13428.75,0,2600,0,3500,19528.75,1659.94375,124.4957813,21313.18953,300
268,160,9,21,14,0,,30000,1792.98,0,0,3500,35292.98,2999.9033,224.9927475,38517.87605,700
269,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
270,151.88,0,14,12,14,,28477.5,0,4550,0,3500,36527.5,3104.8375,232.8628125,39865.20031,600
271,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
272,99,0,9,2,10,,18562.5,0,3250,0,3500,25312.5,2151.5625,161.3671875,27625.42969,100
273,160,27,17,20,16,,30000,5378.94,5200,0,3500,44078.94,3746.7099,281.0032425,48106.65314,1000
274,143,0,13,12,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,600
275,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
276,165,22,16,12,16,,30937.5,4382.84,5200,0,3500,44020.34,3741.7289,280.6296675,48042.69857,600
277,121,0,11,9,8,,22687.5,0,2600,0,3500,28787.5,2446.9375,183.5203125,31417.95781,450
278,44,0,5,6,4,,8250,0,1300,0,3500,13050,1109.25,83.19375,14242.44375,300
279,143,11,14,6,14,,26812.5,2191.42,4550,0,3500,37053.92,3149.5832,236.21874,40439.72194,300
280,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
281,110,0,10,4,10,,20625,0,3250,0,3500,27375,2326.875,174.515625,29876.39063,200
282,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
283,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
284,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
285,143,11,14,6,14,,26812.5,2191.42,4550,0,3500,37053.92,3149.5832,236.21874,40439.72194,300
286,141.85,0,13,8,12,,26596.875,0,3900,0,3500,33996.875,2889.734375,216.7300781,37103.33945,400
287,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
288,32.3,0,3,2,4,,6056.25,0,1300,0,3500,10856.25,922.78125,69.20859375,11848.23984,100
289,320,0,9,13,10,,60000,0,3250,0,3500,66750,5673.75,425.53125,72849.28125,650
290,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
291,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
292,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
293,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
294,142.82,0,13,8,12,,26778.75,0,3900,0,3500,34178.75,2905.19375,217.8895313,37301.83328,400
295,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
296,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
297,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
298,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
299,33,0,3,4,2,,6187.5,0,650,0,3500,10337.5,878.6875,65.9015625,11282.08906,200
300,132,0,12,6,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,300
301,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
302,143,11,14,10,12,,26812.5,2191.42,3900,0,3500,36403.92,3094.3332,232.07499,39730.32819,500
303,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
304,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
305,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
306,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
307,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
308,143,0,13,8,12,80,26812.5,0,3900,15000,3500,49212.5,4183.0625,313.7296875,53709.29219,400
309,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
310,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
311,143,0,14,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
312,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
313,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
314,132,0,12,6,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,300
315,132,0,12,6,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,300
316,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
317,143,11,9,8,10,,26812.5,2191.42,3250,0,3500,35753.92,3039.0832,227.93124,39020.93444,400
318,151.45,0,14,12,14,,28396.875,0,4550,0,3500,36446.875,3097.984375,232.3488281,39777.2082,600
319,154,11,15,12,16,,28875,2191.42,5200,0,3500,39766.42,3380.1457,253.5109275,43400.07663,600
320,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
321,140.58,0,13,6,14,,26358.75,0,4550,0,3500,34408.75,2924.74375,219.3557813,37552.84953,300
322,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
323,99,0,9,6,10,,18562.5,0,3250,0,3500,25312.5,2151.5625,161.3671875,27625.42969,300
324,143,,,,0,,26812.5,0,0,0,3500,30312.5,2576.5625,193.2421875,33082.30469,0
325,152,0,19,13,0,,28500,0,0,0,3500,32000,2720,204,34924,650
326,99,,,0,6,,18562.5,0,1950,0,3500,24012.5,2041.0625,153.0796875,26206.64219,0
327,88,11,11,8,12,,16500,2191.42,3900,0,3500,26091.42,2217.7707,166.3328025,28475.5235,400
328,110,11,11,10,12,,20625,2191.42,3900,0,3500,30216.42,2568.3957,192.6296775,32977.44538,500
329,121,11,12,12,12,,22687.5,2191.42,3900,0,3500,32278.92,2743.7082,205.778115,35228.40632,600
330,97.98,22,11,18,12,,18371.25,4382.84,3900,0,3500,30154.09,2563.09765,192.2323238,32909.41997,900
331,110,11,11,16,10,,20625,2191.42,3250,0,3500,29566.42,2513.1457,188.4859275,32268.05163,800
332,121,0,12,14,14,80,22687.5,0,4550,15000,3500,45737.5,3887.6875,291.5765625,49916.76406,700
333,148.93,0,14,18,10,,27924.375,0,3250,0,3500,34674.375,2947.321875,221.0491406,37842.74602,900
334,141.53,0,13,18,8,,26536.875,0,2600,0,3500,32636.875,2774.134375,208.0600781,35619.06945,900
335,75.27,0,8,6,8,,14113.125,0,2600,0,3500,20213.125,1718.115625,128.8586719,22060.0993,300
336,44,0,4,4,4,80,8250,0,1300,15000,3500,28050,2384.25,178.81875,30613.06875,200
337,110,0,10,14,6,,20625,0,1950,0,3500,26075,2216.375,166.228125,28457.60313,700
338,22,0,2,8,2,,4125,0,650,0,3500,8275,703.375,52.753125,9031.128125,400
339,110,22,12,12,12,80,20625,4382.84,3900,15000,3500,47407.84,4029.6664,302.22498,51739.73138,600
340,131.8,0,14,18,6,,24712.5,0,1950,0,3500,30162.5,2563.8125,192.2859375,32918.59844,900
341,121,22,13,20,14,,22687.5,4382.84,4550,0,3500,35120.34,2985.2289,223.8921675,38329.46107,1000
342,88,0,9,14,6,,16500,0,1950,0,3500,21950,1865.75,139.93125,23955.68125,700
343,129.2,0,13,10,16,,24225,0,5200,0,3500,32925,2798.625,209.896875,35933.52188,500
344,110,0,10,12,12,,20625,0,3900,0,3500,28025,2382.125,178.659375,30585.78438,600
345,110,22,12,16,12,,20625,4382.84,3900,0,3500,32407.84,2754.6664,206.59998,35369.10638,800
346,77,22,10,9,10,,14437.5,4382.84,3250,0,3500,25570.34,2173.4789,163.0109175,27906.82982,450
347,142.8,0,13,18,8,,26775,0,2600,0,3500,32875,2794.375,209.578125,35878.95313,900
348,99,22,11,12,12,,18562.5,4382.84,3900,0,3500,30345.34,2579.3539,193.4515425,33118.14544,600
349,88,22,10,9,10,,16500,4382.84,3250,0,3500,27632.84,2348.7914,176.159355,30157.79076,450
350,143,22,15,14,16,80,26812.5,4382.84,5200,15000,3500,54895.34,4666.1039,349.9577925,59911.40169,700
351,110,0,14,20,6,,20625,0,1950,0,3500,26075,2216.375,166.228125,28457.60313,1000
352,160,38,18,18,18,,30000,7570.36,5850,0,3500,46920.36,3988.2306,299.117295,51207.70789,900
353,55,11,6,10,8,80,10312.5,2191.42,2600,15000,3500,33603.92,2856.3332,214.22499,36674.47819,500
354,130.72,0,13,14,8,,24510,0,2600,0,3500,30610,2601.85,195.13875,33406.98875,700
355,88,22,10,12,14,,16500,4382.84,4550,0,3500,28932.84,2459.2914,184.446855,31576.57826,600
356,157.32,33,19,20,18,,29497.5,6574.26,5850,0,3500,45421.76,3860.8496,289.56372,49572.17332,1000
357,143,0,14,18,8,,26812.5,0,2600,0,3500,32912.5,2797.5625,209.8171875,35919.87969,900
358,99,0,9,16,4,,18562.5,0,1300,0,3500,23362.5,1985.8125,148.9359375,25497.24844,800
359,97.72,0,10,8,10,80,18322.5,0,3250,15000,3500,40072.5,3406.1625,255.4621875,43734.12469,400
360,107.35,22,13,12,14,80,20128.125,4382.84,4550,15000,3500,47560.965,4042.682025,303.2011519,51906.84818,600
361,141.9,11,14,16,16,,26606.25,2191.42,5200,0,3500,37497.67,3187.30195,239.0476463,40924.0196,800
362,119.57,11,12,12,10,,22419.375,2191.42,3250,0,3500,31360.795,2665.667575,199.9250681,34226.38764,600
363,99,22,11,18,10,80,18562.5,4382.84,3250,15000,3500,44695.34,3799.1039,284.9327925,48779.37669,900
364,154,22,16,18,16,,28875,4382.84,5200,0,3500,41957.84,3566.4164,267.48123,45791.73763,900
365,118.07,11,14,16,12,,22138.125,2191.42,3900,0,3500,31729.545,2697.011325,202.2758494,34628.83217,800
366,22,0,4,5,0,80,4125,0,0,15000,3500,22625,1923.125,144.234375,24692.35938,250
367,141.98,0,13,18,8,,26621.25,0,2600,0,3500,32721.25,2781.30625,208.5979688,35711.15422,900
368,121,0,11,20,6,,22687.5,0,1950,0,3500,28137.5,2391.6875,179.3765625,30708.56406,1000
369,121,0,12,16,8,,22687.5,0,2600,0,3500,28787.5,2446.9375,183.5203125,31417.95781,800
370,121,11,12,16,14,,22687.5,2191.42,4550,0,3500,32928.92,2798.9582,209.921865,35937.80007,800
371,110,22,12,11,14,80,20625,4382.84,4550,15000,3500,48057.84,4084.9164,306.36873,52449.12513,550
372,143,22,15,18,16,,26812.5,4382.84,5200,0,3500,39895.34,3391.1039,254.3327925,43540.77669,900
373,160,60,20,20,18,,30000,11953.2,5850,0,3500,51303.2,4360.772,327.0579,55991.0299,1000
374,99,0,9,10,10,,18562.5,0,3250,0,3500,25312.5,2151.5625,161.3671875,27625.42969,500
375,99,22,12,12,14,,18562.5,4382.84,4550,0,3500,30995.34,2634.6039,197.5952925,33827.53919,600
376,154,11,15,16,16,,28875,2191.42,5200,0,3500,39766.42,3380.1457,253.5109275,43400.07663,800
377,138.7,0,13,18,8,,26006.25,0,2600,0,3500,32106.25,2729.03125,204.6773438,35039.95859,900
378,66,22,8,12,10,,12375,4382.84,3250,0,3500,23507.84,1998.1664,149.86248,25655.86888,600
379,77,22,10,6,10,,14437.5,4382.84,3250,0,3500,25570.34,2173.4789,163.0109175,27906.82982,300
380,88,0,8,8,8,80,16500,0,2600,15000,3500,37600,3196,239.7,41035.7,400
381,160,26.2,17,18,18,,30000,5219.564,5850,0,3500,44569.564,3788.41294,284.1309705,48642.10791,900
382,132,11,14,16,16,,24750,2191.42,5200,0,3500,35641.42,3029.5207,227.2140525,38898.15475,800
383,110,22,12,12,14,,20625,4382.84,4550,0,3500,33057.84,2809.9164,210.74373,36078.50013,600
384,110,22,12,10,14,,20625,4382.84,4550,0,3500,33057.84,2809.9164,210.74373,36078.50013,500
385,121,22,13,12,14,80,22687.5,4382.84,4550,15000,3500,50120.34,4260.2289,319.5171675,54700.08607,600
386,88,11,9,12,6,,16500,2191.42,1950,0,3500,24141.42,2052.0207,153.9015525,26347.34225,600
387,110,22,12,18,12,,20625,4382.84,3900,0,3500,32407.84,2754.6664,206.59998,35369.10638,900
388,110,22,12,10,14,,20625,4382.84,4550,0,3500,33057.84,2809.9164,210.74373,36078.50013,500
389,88,22,13,8,12,,16500,4382.84,3900,0,3500,28282.84,2404.0414,180.303105,30867.18451,400
390,33,11,5,4,4,80,6187.5,2191.42,1300,15000,3500,28178.92,2395.2082,179.640615,30753.76882,200
391,121,0,12,14,10,,22687.5,0,3250,0,3500,29437.5,2502.1875,187.6640625,32127.35156,700
392,88,0,6,10,6,,16500,0,1950,0,3500,21950,1865.75,139.93125,23955.68125,500
393,55,0,6,6,6,,10312.5,0,1950,0,3500,15762.5,1339.8125,100.4859375,17202.79844,300
394,66,0,6,12,8,,12375,0,2600,0,3500,18475,1570.375,117.778125,20163.15313,600
395,143,33,16,19,16,,26812.5,6574.26,5200,0,3500,42086.76,3577.3746,268.303095,45932.4377,950
396,44,0,4,8,2,,8250,0,650,0,3500,12400,1054,79.05,13533.05,400
397,160,12.62,16,18,10,,30000,2514.1564,3250,0,3500,39264.1564,3337.453294,250.3089971,42851.91869,900
398,66,33,9,14,10,,12375,6574.26,3250,0,3500,25699.26,2184.4371,163.8327825,28047.52988,700
399,160,25.48,17,20,10,80,30000,5076.1256,3250,15000,3500,56826.1256,4830.220676,362.2665507,62018.61283,1000
400,153.3,0,14,16,10,,28743.75,0,3250,0,3500,35493.75,3016.96875,226.2726563,38736.99141,800
401,44,0,4,4,4,,8250,0,1300,0,3500,13050,1109.25,83.19375,14242.44375,200
402,99,0,10,12,8,80,18562.5,0,2600,15000,3500,39662.5,3371.3125,252.8484375,43286.66094,600
403,121.12,31.83,14,16,12,,22710,6341.1726,3900,0,3500,36451.1726,3098.349671,232.3762253,39781.8985,800
404,160,54.32,20,20,20,,30000,10821.6304,6500,0,3500,50821.6304,4319.838584,323.9878938,55465.45688,1000
405,143,0,15,18,10,,26812.5,0,3250,0,3500,33562.5,2852.8125,213.9609375,36629.27344,900
406,154,22,18,20,14,80,28875,4382.84,4550,15000,3500,56307.84,4786.1664,358.96248,61452.96888,1000
407,160,60,20,20,18,,30000,11953.2,5850,0,3500,51303.2,4360.772,327.0579,55991.0299,1000
408,132,22,14,14,10,,24750,4382.84,3250,0,3500,35882.84,3050.0414,228.753105,39161.63451,700
409,86.05,22,11,12,8,,16134.375,4382.84,2600,0,3500,26617.215,2262.463275,169.6847456,29049.36302,600
410,120.63,0,13,16,8,,22618.125,0,2600,0,3500,28718.125,2441.040625,183.0780469,31342.24367,800
411,132,33,15,16,12,,24750,6574.26,3900,0,3500,38724.26,3291.5621,246.8671575,42262.68926,800
412,143,0,16,20,10,,26812.5,0,3250,0,3500,33562.5,2852.8125,213.9609375,36629.27344,1000
413,110,22,14,12,14,80,20625,4382.84,4550,15000,3500,48057.84,4084.9164,306.36873,52449.12513,600
414,143,22,16,18,16,,26812.5,4382.84,5200,0,3500,39895.34,3391.1039,254.3327925,43540.77669,900
415,132,33,15,16,12,,24750,6574.26,3900,0,3500,38724.26,3291.5621,246.8671575,42262.68926,800
416,143,33,16,18,16,,26812.5,6574.26,5200,0,3500,42086.76,3577.3746,268.303095,45932.4377,900
417,11,0,2,0,2,,2062.5,0,650,0,3500,6212.5,528.0625,39.6046875,6780.167188,0
418,55,0,5,8,4,80,10312.5,0,1300,15000,3500,30112.5,2559.5625,191.9671875,32864.02969,400
419,110,0,10,10,12,80,20625,0,3900,15000,3500,43025,3657.125,274.284375,46956.40938,500
420,121,22,13,10,12,80,22687.5,4382.84,3900,15000,3500,49470.34,4204.9789,315.3734175,53990.69232,500
421,99,33,11,12,12,80,18562.5,6574.26,3900,15000,3500,47536.76,4040.6246,303.046845,51880.43145,600
422,130.6,0,13,18,8,80,24487.5,0,2600,15000,3500,45587.5,3874.9375,290.6203125,49753.05781,900
423,99,0,9,12,6,80,18562.5,0,1950,15000,3500,39012.5,3316.0625,248.7046875,42577.26719,600
424,107.35,0,11,16,6,,20128.125,0,1950,0,3500,25578.125,2174.140625,163.0605469,27915.32617,800
425,110,22,13,8,14,,20625,4382.84,4550,0,3500,33057.84,2809.9164,210.74373,36078.50013,400
426,130.62,0,13,12,10,,24491.25,0,3250,0,3500,31241.25,2655.50625,199.1629688,34095.91922,600
427,20.9,0,2,15,0,80,3918.75,0,0,15000,3500,22418.75,1905.59375,142.9195313,24467.26328,750
428,141.03,33,16,14,14,,26443.125,6574.26,4550,0,3500,41067.385,3490.727725,261.8045794,44819.9173,700
